#Total 5671 genes are submitted
#348 of them are predicted as essential genes
Class(essential gene:1,others:0)	Essentiality Score	Protein
0	0.0		gi|553897873|gb|AGY7
0	0.0		gi|553900009|gb|AGY7
0	0.0		gi|553896588|gb|AGY7
0	0.0446		gi|553898953|gb|AGY7
0	0.0074		gi|553899982|gb|AGY7
0	0.0		gi|553895931|gb|AGY6
0	0.0		gi|553896262|gb|AGY6
0	0.0		gi|553896941|gb|AGY7
0	0.0		gi|553896344|gb|AGY6
0	0.0		gi|553898037|gb|AGY7
0	0.0		gi|553895429|gb|AGY6
0	0.0		gi|553900235|gb|AGY7
0	0.0		gi|553898124|gb|AGY7
0	0.0077		gi|553898956|gb|AGY7
0	0.0		gi|553900062|gb|AGY7
0	0.0		gi|553898182|gb|AGY7
0	0.0		gi|553895170|gb|AGY6
0	0.0076		gi|553900256|gb|AGY7
0	0.0		gi|553899190|gb|AGY7
0	0.0		gi|553895407|gb|AGY6
0	0.0		gi|553897618|gb|AGY7
0	0.0		gi|553895625|gb|AGY6
0	0.0		gi|553899218|gb|AGY7
0	0.0		gi|553898843|gb|AGY7
0	0.0		gi|553897162|gb|AGY7
0	0.0		gi|553899024|gb|AGY7
0	0.0		gi|553896690|gb|AGY7
0	0.0		gi|553897388|gb|AGY7
0	0.0		gi|553895502|gb|AGY6
0	0.0		gi|553898766|gb|AGY7
0	0.0		gi|553897332|gb|AGY7
0	0.0151		gi|553895106|gb|AGY6
0	0.0		gi|553898471|gb|AGY7
0	0.0		gi|553897330|gb|AGY7
0	0.0075		gi|553895566|gb|AGY6
0	0.0075		gi|553897636|gb|AGY7
0	0.0		gi|553900376|gb|AGY7
0	0.0149		gi|553895226|gb|AGY6
0	0.0		gi|553899201|gb|AGY7
0	0.0		gi|553899421|gb|AGY7
0	0.0		gi|553898642|gb|AGY7
0	0.0225		gi|553898136|gb|AGY7
0	0.0		gi|553896595|gb|AGY7
0	0.0		gi|553900179|gb|AGY7
0	0.0076		gi|553898422|gb|AGY7
0	0.0		gi|553899049|gb|AGY7
0	0.0		gi|553899918|gb|AGY7
0	0.0		gi|553898425|gb|AGY7
0	0.0		gi|553899994|gb|AGY7
0	0.0		gi|553899651|gb|AGY7
0	0.0		gi|553895996|gb|AGY6
0	0.0		gi|553895196|gb|AGY6
1	0.7052		gi|553899189|gb|AGY7
0	0.0		gi|553895314|gb|AGY6
0	0.0		gi|553896717|gb|AGY7
0	0.0		gi|553898990|gb|AGY7
0	0.0		gi|553900210|gb|AGY7
0	0.0769		gi|553895406|gb|AGY6
0	0.0		gi|553897127|gb|AGY7
0	0.0		gi|553897795|gb|AGY7
0	0.0		gi|553898959|gb|AGY7
0	0.0074		gi|553897681|gb|AGY7
0	0.0		gi|553897091|gb|AGY7
0	0.0		gi|553900576|gb|AGY7
0	0.0		gi|553895978|gb|AGY6
0	0.0074		gi|553900443|gb|AGY7
0	0.0148		gi|553900559|gb|AGY7
0	0.0		gi|553898188|gb|AGY7
0	0.0		gi|553895785|gb|AGY6
0	0.0		gi|553895500|gb|AGY6
0	0.0074		gi|553895906|gb|AGY6
0	0.0		gi|553896022|gb|AGY6
0	0.0		gi|553900664|gb|AGY7
0	0.0		gi|553900238|gb|AGY7
0	0.0		gi|553897058|gb|AGY7
0	0.0074		gi|553897292|gb|AGY7
0	0.0		gi|553896346|gb|AGY6
0	0.0		gi|553897390|gb|AGY7
0	0.0074		gi|553897406|gb|AGY7
0	0.0		gi|553895901|gb|AGY6
0	0.0		gi|553897074|gb|AGY7
0	0.0		gi|553898731|gb|AGY7
0	0.0		gi|553896305|gb|AGY6
0	0.0		gi|553899657|gb|AGY7
0	0.0		gi|553895051|gb|AGY6
0	0.0		gi|553899755|gb|AGY7
0	0.0		gi|553900656|gb|AGY7
0	0.0		gi|553897622|gb|AGY7
0	0.0		gi|553898750|gb|AGY7
0	0.0		gi|553897829|gb|AGY7
0	0.0074		gi|553897196|gb|AGY7
0	0.0		gi|553899627|gb|AGY7
0	0.0074		gi|553898178|gb|AGY7
0	0.0		gi|553900651|gb|AGY7
0	0.0074		gi|553898674|gb|AGY7
0	0.0		gi|553895479|gb|AGY6
0	0.0149		gi|553897216|gb|AGY7
0	0.0074		gi|553900240|gb|AGY7
0	0.0		gi|553898045|gb|AGY7
0	0.0		gi|553896550|gb|AGY7
0	0.0		gi|553898882|gb|AGY7
0	0.0076		gi|553898012|gb|AGY7
0	0.0		gi|553900599|gb|AGY7
0	0.0		gi|553895868|gb|AGY6
0	0.0		gi|553899692|gb|AGY7
0	0.0076		gi|553898947|gb|AGY7
0	0.0076		gi|553898027|gb|AGY7
0	0.0		gi|553898736|gb|AGY7
0	0.0		gi|553899008|gb|AGY7
0	0.0		gi|553898380|gb|AGY7
0	0.0		gi|553899253|gb|AGY7
0	0.0		gi|553900323|gb|AGY7
0	0.0		gi|553898204|gb|AGY7
0	0.0		gi|553895739|gb|AGY6
0	0.0		gi|553896770|gb|AGY7
0	0.0226		gi|553897108|gb|AGY7
0	0.0		gi|553895219|gb|AGY6
0	0.0		gi|553897928|gb|AGY7
0	0.0		gi|553899587|gb|AGY7
0	0.0		gi|553895597|gb|AGY6
0	0.0		gi|553897855|gb|AGY7
0	0.0		gi|553896157|gb|AGY6
0	0.0		gi|553896535|gb|AGY7
0	0.0		gi|553895753|gb|AGY6
0	0.0		gi|553897345|gb|AGY7
0	0.0		gi|553898524|gb|AGY7
0	0.0075		gi|553900123|gb|AGY7
0	0.0		gi|553896845|gb|AGY7
0	0.0		gi|553900106|gb|AGY7
0	0.0		gi|553899923|gb|AGY7
0	0.0		gi|553899983|gb|AGY7
0	0.0		gi|553897382|gb|AGY7
0	0.0074		gi|553899090|gb|AGY7
0	0.0		gi|553898941|gb|AGY7
0	0.0074		gi|553897961|gb|AGY7
0	0.0074		gi|553896871|gb|AGY7
0	0.0		gi|553897619|gb|AGY7
0	0.0		gi|553897524|gb|AGY7
0	0.0		gi|553897325|gb|AGY7
0	0.0077		gi|553895471|gb|AGY6
0	0.0		gi|553899700|gb|AGY7
0	0.0		gi|553900237|gb|AGY7
0	0.0		gi|553897342|gb|AGY7
0	0.0		gi|553900302|gb|AGY7
0	0.0		gi|553895432|gb|AGY6
0	0.0		gi|553895899|gb|AGY6
0	0.0		gi|553898048|gb|AGY7
0	0.0		gi|553899251|gb|AGY7
0	0.0		gi|553896758|gb|AGY7
0	0.0		gi|553898760|gb|AGY7
0	0.0		gi|553895436|gb|AGY6
0	0.0		gi|553895642|gb|AGY6
0	0.0		gi|553899387|gb|AGY7
0	0.0		gi|553899526|gb|AGY7
0	0.0		gi|553896635|gb|AGY7
0	0.0		gi|553895306|gb|AGY6
0	0.0		gi|553899033|gb|AGY7
0	0.0074		gi|553899951|gb|AGY7
0	0.0		gi|553898718|gb|AGY7
0	0.0		gi|553896712|gb|AGY7
0	0.0074		gi|553900248|gb|AGY7
0	0.0		gi|553897149|gb|AGY7
0	0.0		gi|553898896|gb|AGY7
0	0.0		gi|553895212|gb|AGY6
0	0.0		gi|553895202|gb|AGY6
0	0.0		gi|553896476|gb|AGY7
0	0.0301		gi|553895933|gb|AGY6
0	0.0		gi|553898516|gb|AGY7
0	0.0		gi|553895698|gb|AGY6
0	0.0		gi|553900089|gb|AGY7
0	0.0		gi|553897054|gb|AGY7
0	0.0		gi|553899927|gb|AGY7
0	0.0074		gi|553898446|gb|AGY7
0	0.0075		gi|553895394|gb|AGY6
0	0.0598		gi|553900522|gb|AGY7
0	0.0		gi|553896242|gb|AGY6
0	0.0		gi|553898430|gb|AGY7
0	0.0075		gi|553900674|gb|AGY7
0	0.0		gi|553895397|gb|AGY6
0	0.0		gi|553897652|gb|AGY7
0	0.0		gi|553899324|gb|AGY7
0	0.0		gi|553897107|gb|AGY7
0	0.0		gi|553897008|gb|AGY7
0	0.0		gi|553896291|gb|AGY6
0	0.0		gi|553895627|gb|AGY6
0	0.0		gi|553898100|gb|AGY7
0	0.0		gi|553897138|gb|AGY7
0	0.0		gi|553900481|gb|AGY7
0	0.0075		gi|553895101|gb|AGY6
0	0.0075		gi|553897480|gb|AGY7
0	0.0		gi|553899787|gb|AGY7
0	0.0		gi|553899463|gb|AGY7
0	0.0		gi|553895251|gb|AGY6
0	0.0		gi|553898370|gb|AGY7
0	0.0		gi|553897721|gb|AGY7
0	0.0		gi|553898829|gb|AGY7
0	0.0		gi|553895936|gb|AGY6
0	0.0		gi|553900194|gb|AGY7
0	0.0		gi|553896118|gb|AGY6
0	0.0		gi|553896892|gb|AGY7
0	0.0		gi|553897161|gb|AGY7
0	0.0		gi|553895660|gb|AGY6
0	0.0		gi|553900450|gb|AGY7
0	0.0		gi|553897678|gb|AGY7
0	0.0		gi|553898735|gb|AGY7
0	0.0153		gi|553898341|gb|AGY7
0	0.0		gi|553895376|gb|AGY6
0	0.0		gi|553900287|gb|AGY7
0	0.0075		gi|553899910|gb|AGY7
0	0.0075		gi|553899349|gb|AGY7
0	0.0075		gi|553899168|gb|AGY7
0	0.0075		gi|553897986|gb|AGY7
0	0.0		gi|553897868|gb|AGY7
0	0.0		gi|553898394|gb|AGY7
0	0.0075		gi|553895630|gb|AGY6
0	0.0		gi|553897862|gb|AGY7
0	0.0		gi|553898551|gb|AGY7
0	0.0		gi|553899066|gb|AGY7
0	0.0		gi|553895987|gb|AGY6
0	0.0		gi|553898099|gb|AGY7
0	0.0225		gi|553895358|gb|AGY6
0	0.0373		gi|553899843|gb|AGY7
0	0.0		gi|553896285|gb|AGY6
0	0.0074		gi|553896645|gb|AGY7
0	0.0		gi|553899015|gb|AGY7
0	0.0		gi|553895352|gb|AGY6
0	0.0		gi|553899564|gb|AGY7
0	0.0		gi|553897190|gb|AGY7
0	0.0		gi|553900502|gb|AGY7
0	0.0		gi|553899905|gb|AGY7
0	0.0		gi|553896221|gb|AGY6
0	0.0		gi|553897198|gb|AGY7
0	0.0		gi|553895935|gb|AGY6
0	0.0		gi|553896012|gb|AGY6
0	0.0074		gi|553897041|gb|AGY7
0	0.0		gi|553896102|gb|AGY6
0	0.0		gi|553896475|gb|AGY7
0	0.0		gi|553895900|gb|AGY6
0	0.0		gi|553899969|gb|AGY7
0	0.0		gi|553900025|gb|AGY7
0	0.0		gi|553897180|gb|AGY7
0	0.0		gi|553897510|gb|AGY7
0	0.0		gi|553898319|gb|AGY7
0	0.0076		gi|553896561|gb|AGY7
0	0.0		gi|553900224|gb|AGY7
0	0.0		gi|553897477|gb|AGY7
0	0.0303		gi|553896815|gb|AGY7
0	0.0152		gi|553895788|gb|AGY6
0	0.0076		gi|553897938|gb|AGY7
0	0.0		gi|553895515|gb|AGY6
0	0.0		gi|553895851|gb|AGY6
0	0.0		gi|553897061|gb|AGY7
0	0.0074		gi|553899468|gb|AGY7
0	0.0		gi|553896375|gb|AGY6
0	0.0148		gi|553897408|gb|AGY7
0	0.0074		gi|553899404|gb|AGY7
0	0.0074		gi|553899338|gb|AGY7
0	0.0		gi|553897026|gb|AGY7
0	0.0074		gi|553900098|gb|AGY7
0	0.0		gi|553896146|gb|AGY6
1	0.8503		gi|553898456|gb|AGY7
0	0.0		gi|553898386|gb|AGY7
0	0.0		gi|553900218|gb|AGY7
0	0.0		gi|553895707|gb|AGY6
0	0.0075		gi|553895659|gb|AGY6
0	0.0		gi|553900539|gb|AGY7
0	0.0153		gi|553896608|gb|AGY7
0	0.0149		gi|553899433|gb|AGY7
0	0.0		gi|553895961|gb|AGY6
0	0.0		gi|553898353|gb|AGY7
0	0.0075		gi|553895446|gb|AGY6
0	0.0		gi|553896931|gb|AGY7
1	0.8483		gi|553898156|gb|AGY7
1	0.9251		gi|553898280|gb|AGY7
0	0.0		gi|553899942|gb|AGY7
0	0.0075		gi|553896070|gb|AGY6
0	0.0		gi|553895467|gb|AGY6
0	0.0		gi|553897300|gb|AGY7
0	0.0		gi|553900600|gb|AGY7
0	0.0		gi|553899557|gb|AGY7
0	0.0		gi|553899892|gb|AGY7
1	0.947		gi|553895915|gb|AGY6
0	0.0		gi|553896046|gb|AGY6
0	0.0		gi|553900130|gb|AGY7
0	0.0529		gi|553900001|gb|AGY7
0	0.0074		gi|553898334|gb|AGY7
0	0.0074		gi|553897779|gb|AGY7
0	0.0074		gi|553896525|gb|AGY7
0	0.0074		gi|553895929|gb|AGY6
0	0.0		gi|553895367|gb|AGY6
0	0.0		gi|553899098|gb|AGY7
0	0.0		gi|553896839|gb|AGY7
0	0.0		gi|553896494|gb|AGY7
0	0.0224		gi|553895229|gb|AGY6
1	0.94		gi|553900168|gb|AGY7
0	0.0		gi|553895644|gb|AGY6
0	0.0		gi|553895378|gb|AGY6
0	0.0		gi|553898805|gb|AGY7
0	0.0075		gi|553896601|gb|AGY7
0	0.0		gi|553900608|gb|AGY7
0	0.0		gi|553897139|gb|AGY7
0	0.0		gi|553896334|gb|AGY6
0	0.0151		gi|553895696|gb|AGY6
0	0.0		gi|553900273|gb|AGY7
0	0.0074		gi|553896115|gb|AGY6
0	0.2175		gi|553896810|gb|AGY7
0	0.0602		gi|553895279|gb|AGY6
0	0.0677		gi|553898474|gb|AGY7
1	0.7812		gi|553897629|gb|AGY7
0	0.0		gi|553896208|gb|AGY6
0	0.0		gi|553896491|gb|AGY7
0	0.0		gi|553899501|gb|AGY7
0	0.075		gi|553900400|gb|AGY7
0	0.075		gi|553896078|gb|AGY6
0	0.0149		gi|553896306|gb|AGY6
0	0.0		gi|553899383|gb|AGY7
0	0.0		gi|553895587|gb|AGY6
0	0.0		gi|553895151|gb|AGY6
0	0.0075		gi|553898432|gb|AGY7
0	0.0149		gi|553896501|gb|AGY7
0	0.0074		gi|553895371|gb|AGY6
0	0.0153		gi|553898915|gb|AGY7
0	0.0303		gi|553898720|gb|AGY7
0	0.0		gi|553900013|gb|AGY7
0	0.0075		gi|553900288|gb|AGY7
0	0.0151		gi|553896996|gb|AGY7
0	0.053		gi|553900221|gb|AGY7
0	0.0223		gi|553895778|gb|AGY6
0	0.0		gi|553896777|gb|AGY7
0	0.0		gi|553898323|gb|AGY7
0	0.0		gi|553896692|gb|AGY7
0	0.0		gi|553895889|gb|AGY6
0	0.0075		gi|553898533|gb|AGY7
0	0.0		gi|553897113|gb|AGY7
0	0.0601		gi|553896565|gb|AGY7
0	0.0453		gi|553896502|gb|AGY7
0	0.0		gi|553897353|gb|AGY7
1	0.8797		gi|553896326|gb|AGY6
0	0.0		gi|553898180|gb|AGY7
0	0.0077		gi|553899126|gb|AGY7
0	0.015		gi|553896699|gb|AGY7
0	0.0		gi|553897386|gb|AGY7
0	0.0		gi|553900197|gb|AGY7
0	0.0		gi|553900126|gb|AGY7
0	0.0074		gi|553899337|gb|AGY7
0	0.0		gi|553897291|gb|AGY7
0	0.0		gi|553896945|gb|AGY7
0	0.0		gi|553896421|gb|AGY6
0	0.0		gi|553900427|gb|AGY7
0	0.0		gi|553895075|gb|AGY6
0	0.0		gi|553896524|gb|AGY7
0	0.0075		gi|553898336|gb|AGY7
0	0.0		gi|553896310|gb|AGY6
0	0.0226		gi|553896082|gb|AGY6
0	0.0		gi|553895038|gb|AGY6
0	0.0		gi|553896014|gb|AGY6
0	0.0076		gi|553897101|gb|AGY7
0	0.0		gi|553900561|gb|AGY7
0	0.0076		gi|553899022|gb|AGY7
0	0.0153		gi|553899107|gb|AGY7
0	0.0		gi|553897495|gb|AGY7
0	0.0		gi|553895265|gb|AGY6
0	0.0		gi|553900303|gb|AGY7
0	0.0223		gi|553899013|gb|AGY7
0	0.0		gi|553898131|gb|AGY7
0	0.0375		gi|553898926|gb|AGY7
0	0.0		gi|553900517|gb|AGY7
0	0.0		gi|553895079|gb|AGY6
0	0.0		gi|553900354|gb|AGY7
0	0.0		gi|553899672|gb|AGY7
0	0.0		gi|553896464|gb|AGY6
1	0.7052		gi|553896160|gb|AGY6
0	0.0		gi|553896353|gb|AGY6
0	0.0		gi|553895450|gb|AGY6
0	0.0077		gi|553898907|gb|AGY7
0	0.0		gi|553895347|gb|AGY6
0	0.0		gi|553900390|gb|AGY7
0	0.0		gi|553895159|gb|AGY6
0	0.0		gi|553895292|gb|AGY6
0	0.0075		gi|553899544|gb|AGY7
0	0.0		gi|553895235|gb|AGY6
0	0.0		gi|553895771|gb|AGY6
0	0.0074		gi|553900189|gb|AGY7
0	0.0		gi|553899691|gb|AGY7
0	0.0		gi|553896672|gb|AGY7
0	0.0		gi|553898462|gb|AGY7
0	0.0		gi|553897660|gb|AGY7
0	0.0		gi|553896415|gb|AGY6
0	0.0075		gi|553897763|gb|AGY7
0	0.0		gi|553896128|gb|AGY6
0	0.0		gi|553896978|gb|AGY7
0	0.0		gi|553897106|gb|AGY7
0	0.0149		gi|553897215|gb|AGY7
0	0.0		gi|553900077|gb|AGY7
0	0.0075		gi|553895427|gb|AGY6
0	0.0		gi|553899867|gb|AGY7
0	0.0075		gi|553897156|gb|AGY7
0	0.0		gi|553898552|gb|AGY7
0	0.0		gi|553897580|gb|AGY7
0	0.0		gi|553897401|gb|AGY7
0	0.0		gi|553898379|gb|AGY7
0	0.0		gi|553898724|gb|AGY7
0	0.0077		gi|553897820|gb|AGY7
0	0.0		gi|553899088|gb|AGY7
0	0.0149		gi|553897801|gb|AGY7
0	0.0		gi|553895085|gb|AGY6
0	0.0074		gi|553899079|gb|AGY7
0	0.0		gi|553895673|gb|AGY6
0	0.0		gi|553900251|gb|AGY7
0	0.0		gi|553898441|gb|AGY7
0	0.0		gi|553898963|gb|AGY7
0	0.0		gi|553895300|gb|AGY6
0	0.0		gi|553899262|gb|AGY7
0	0.0		gi|553900359|gb|AGY7
0	0.0		gi|553896058|gb|AGY6
0	0.0074		gi|553897517|gb|AGY7
0	0.0074		gi|553898271|gb|AGY7
0	0.0		gi|553899902|gb|AGY7
0	0.0		gi|553897962|gb|AGY7
0	0.0074		gi|553897650|gb|AGY7
0	0.0		gi|553900049|gb|AGY7
0	0.0		gi|553899991|gb|AGY7
0	0.0		gi|553900639|gb|AGY7
0	0.0074		gi|553897884|gb|AGY7
0	0.0		gi|553898249|gb|AGY7
0	0.0		gi|553896286|gb|AGY6
0	0.0		gi|553895789|gb|AGY6
0	0.0		gi|553900661|gb|AGY7
0	0.0		gi|553895473|gb|AGY6
0	0.0		gi|553899148|gb|AGY7
0	0.0		gi|553896404|gb|AGY6
0	0.0		gi|553900433|gb|AGY7
0	0.0		gi|553896423|gb|AGY6
0	0.0		gi|553896933|gb|AGY7
0	0.0151		gi|553897036|gb|AGY7
0	0.0376		gi|553899180|gb|AGY7
0	0.0077		gi|553898532|gb|AGY7
0	0.0452		gi|553898496|gb|AGY7
0	0.0451		gi|553896105|gb|AGY6
0	0.0694		gi|553900207|gb|AGY7
0	0.0074		gi|553895982|gb|AGY6
0	0.0		gi|553899431|gb|AGY7
0	0.0		gi|553899603|gb|AGY7
0	0.0		gi|553899065|gb|AGY7
0	0.0075		gi|553900301|gb|AGY7
0	0.0		gi|553897439|gb|AGY7
0	0.0		gi|553899620|gb|AGY7
0	0.0		gi|553899060|gb|AGY7
0	0.0075		gi|553897581|gb|AGY7
0	0.0		gi|553897116|gb|AGY7
0	0.0		gi|553897775|gb|AGY7
0	0.0694		gi|553897205|gb|AGY7
0	0.0		gi|553899226|gb|AGY7
0	0.0074		gi|553900356|gb|AGY7
0	0.0		gi|553896270|gb|AGY6
0	0.0		gi|553899568|gb|AGY7
0	0.0		gi|553897334|gb|AGY7
0	0.0		gi|553895262|gb|AGY6
0	0.0077		gi|553895869|gb|AGY6
0	0.0		gi|553895272|gb|AGY6
0	0.0694		gi|553898949|gb|AGY7
0	0.0075		gi|553899678|gb|AGY7
0	0.0		gi|553895710|gb|AGY6
0	0.0		gi|553897407|gb|AGY7
0	0.0		gi|553900681|gb|AGY7
0	0.0074		gi|553896580|gb|AGY7
0	0.0		gi|553896527|gb|AGY7
0	0.0		gi|553899797|gb|AGY7
0	0.0		gi|553899145|gb|AGY7
0	0.0		gi|553899430|gb|AGY7
0	0.0		gi|553898401|gb|AGY7
0	0.0		gi|553897096|gb|AGY7
0	0.0074		gi|553895163|gb|AGY6
0	0.0		gi|553898600|gb|AGY7
0	0.0		gi|553897817|gb|AGY7
0	0.0		gi|553900414|gb|AGY7
0	0.0		gi|553897615|gb|AGY7
0	0.0		gi|553897067|gb|AGY7
0	0.0		gi|553895930|gb|AGY6
0	0.0077		gi|553895104|gb|AGY6
0	0.0		gi|553898632|gb|AGY7
0	0.2253		gi|553900108|gb|AGY7
0	0.0		gi|553899370|gb|AGY7
1	0.8181		gi|553899959|gb|AGY7
0	0.0		gi|553895434|gb|AGY6
0	0.0		gi|553898042|gb|AGY7
1	0.7052		gi|553898914|gb|AGY7
0	0.1575		gi|553899684|gb|AGY7
0	0.0076		gi|553897132|gb|AGY7
0	0.0		gi|553898575|gb|AGY7
1	0.9093		gi|553899928|gb|AGY7
0	0.0		gi|553896739|gb|AGY7
0	0.0		gi|553895941|gb|AGY6
0	0.0		gi|553897903|gb|AGY7
0	0.0148		gi|553899719|gb|AGY7
0	0.0074		gi|553899285|gb|AGY7
0	0.0		gi|553897656|gb|AGY7
0	0.0		gi|553897587|gb|AGY7
0	0.0		gi|553895284|gb|AGY6
0	0.0		gi|553900618|gb|AGY7
0	0.0		gi|553896335|gb|AGY6
0	0.0		gi|553897362|gb|AGY7
0	0.0		gi|553898863|gb|AGY7
0	0.0		gi|553899179|gb|AGY7
0	0.0075		gi|553900166|gb|AGY7
0	0.0		gi|553895060|gb|AGY6
0	0.0		gi|553897679|gb|AGY7
0	0.0		gi|553896903|gb|AGY7
0	0.0		gi|553897994|gb|AGY7
0	0.0		gi|553899388|gb|AGY7
0	0.0		gi|553899677|gb|AGY7
0	0.0		gi|553895918|gb|AGY6
1	0.9698		gi|553898414|gb|AGY7
1	0.8778		gi|553898088|gb|AGY7
0	0.0		gi|553897230|gb|AGY7
0	0.0824		gi|553899644|gb|AGY7
1	0.9471		gi|553896727|gb|AGY7
0	0.1271		gi|553899528|gb|AGY7
1	0.8425		gi|553899667|gb|AGY7
0	0.0		gi|553897850|gb|AGY7
0	0.1134		gi|553898998|gb|AGY7
0	0.0		gi|553896574|gb|AGY7
0	0.0074		gi|553899211|gb|AGY7
0	0.0		gi|553896422|gb|AGY6
0	0.0074		gi|553897981|gb|AGY7
0	0.0		gi|553899434|gb|AGY7
0	0.0		gi|553897748|gb|AGY7
0	0.0		gi|553895375|gb|AGY6
0	0.0301		gi|553896954|gb|AGY7
1	0.7883		gi|553900636|gb|AGY7
1	0.7806		gi|553896015|gb|AGY6
0	0.1358		gi|553897064|gb|AGY7
0	0.015		gi|553900241|gb|AGY7
0	0.015		gi|553897262|gb|AGY7
0	0.0074		gi|553895088|gb|AGY6
0	0.0		gi|553897734|gb|AGY7
0	0.0077		gi|553897413|gb|AGY7
0	0.0		gi|553895617|gb|AGY6
0	0.0		gi|553895266|gb|AGY6
0	0.0		gi|553898960|gb|AGY7
0	0.0		gi|553895320|gb|AGY6
0	0.0		gi|553898268|gb|AGY7
0	0.0		gi|553896162|gb|AGY6
1	0.8647		gi|553898181|gb|AGY7
0	0.0		gi|553900389|gb|AGY7
0	0.0377		gi|553900205|gb|AGY7
0	0.0		gi|553896180|gb|AGY6
1	0.7129		gi|553897110|gb|AGY7
0	0.0		gi|553899182|gb|AGY7
0	0.0694		gi|553898020|gb|AGY7
0	0.0		gi|553895864|gb|AGY6
0	0.0		gi|553898201|gb|AGY7
0	0.0		gi|553899127|gb|AGY7
0	0.0075		gi|553896456|gb|AGY6
0	0.0		gi|553897864|gb|AGY7
0	0.0		gi|553898616|gb|AGY7
0	0.0075		gi|553897964|gb|AGY7
0	0.0		gi|553897702|gb|AGY7
0	0.0074		gi|553898298|gb|AGY7
0	0.0		gi|553899445|gb|AGY7
0	0.0		gi|553899004|gb|AGY7
0	0.0		gi|553897934|gb|AGY7
0	0.0		gi|553896665|gb|AGY7
0	0.0		gi|553898043|gb|AGY7
0	0.0		gi|553897735|gb|AGY7
0	0.0		gi|553897892|gb|AGY7
0	0.0		gi|553895356|gb|AGY6
0	0.0694		gi|553899322|gb|AGY7
0	0.0		gi|553897828|gb|AGY7
0	0.0		gi|553895524|gb|AGY6
0	0.0		gi|553895237|gb|AGY6
0	0.0		gi|553899869|gb|AGY7
0	0.0694		gi|553897151|gb|AGY7
0	0.0		gi|553895426|gb|AGY6
0	0.0149		gi|553899707|gb|AGY7
0	0.0		gi|553897593|gb|AGY7
